id,smi,label
pos_156,FC(F)(F)c1cc(ncc1)N(CC2)CCN2CCCCN3CCCC3=O,1
pos_157,c1ccccc1C2C(CCCN2)NCc3c(OC)ccc(c3)-c4nccs4,1
pos_158,CC(C)(C)c1cc(c(cc1)OC(F)(F)F)CNC(CCCN2)C2c3ccccc3,1
pos_159,CC(C)(C)c(n1)nc(cc1C(F)(F)F)N(CC2)CCN2CCCSc([nH]3)nccc3=O,1
pos_160,c1ccccc1C(c2ccccc2)C(N(CC3)CC4)C(C34)NCc5c(OC)cccc5,1
pos_161,n1ccccc1NCCCOc(ccc2)cc2CN3CCCCC3,1
pos_162,FC(F)(F)Oc(c1)ccc(OC(F)F)c1CNC(CCCN2)C2c3ccccc3,1
pos_163,N1CCNC1=Nc2c(Br)cccc2Br,1
pos_164,c1ccc(OC)cc1CC2CCN(CC2)C(CC3)CCC3(OC)c(c4)ccc(c45)OCO5,1
pos_165,c1cc(O)cc(c12)sc(n2)-c3cc(I)c(N)cc3,1
pos_166,N1CCNC1=Nc2c(Cl)cc(Cl)cc2Cl,1
pos_167,C1CCCCN1CCn(n2)c(=O)ccc2-c3c(-c4ccccc4)nn(c35)cccc5,1
pos_168,CCC(C)CCC,1
pos_169,N1CCNC1=Nc2c(Cl)ccc(Cl)c2,1
pos_170,N1CCNC1=Nc2c(Cl)cc(Br)cc2Cl,1
pos_171,N1CCNC1=Nc2c(Br)cc(Br)cc2Br,1
pos_172,C1CCCCN1Cc2c(I)ccc(c2)CN3CCCCC3,1
pos_173,N1CC=NC1Nc2c(Cl)cccc2Cl,1
pos_174,CCCCCCN1CCN(CC1)c2ccc(I)cc2,1
pos_175,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,1
pos_176,s1ccnc1NCCCOc(ccc2)cc2CN3CCCCC3,1
pos_177,c1cccc(c12)oc(n2)NCCCOc(ccc3)cc3CN4CCCCC4,1
pos_178,Clc1cccc(c12)NC(=O)CN=C2c3ccccc3,1
pos_179,CC(C)(C)c1cc(c(cc1)OC)CNC(C23)C(N(CC2)CC3)C(c4ccccc4)c5ccccc5,1
pos_180,FC(F)(F)CC(Cl)Br,1
pos_181,c1cccc(OC)c1CNC(CCCN2)C2c3ccccc3,1
pos_182,CCc1cc(ccc1)NC(C)=Nc(ccc2)cc2CC,1
pos_183,FC(F)(F)c(c1)ccc(c12)Sc3c(cccc3)N2CCCN(CC4)CCC4C,1
pos_184,Cc1cccc(C2CNCC3)c1Oc(c4C23O)cccc4,1
pos_185,Cc(n1)sc(c12)cc(OC)c(c2)CNC(CCCN3)C3c4ccccc4,1
pos_186,c1ccccc1C2C(CCCN2)NCc(c3)c(OC)cc(c34)sc(n4)-c5ccccc5,1
pos_187,c1ccccc1C2C(CCCN2)NCc3c(OC)ccc(c3)-n(n4)c(C)cc4C,1
pos_188,Cc(n1)oc(c12)cc(OC)c(c2)CNC(CCCN3)C3c4ccccc4,1
pos_189,c1ccccc1C2C(CCCN2)NCc(c3)c(OC)cc(c34)sc(n4)C5CC5,1
pos_190,CC(C)(C)c(n1)sc(c12)cc(OC)c(c2)CNC(CCCN3)C3c4ccccc4,1
pos_191,FC(F)(F)CC(F)Br,1
pos_192,Cc(c1)sc(c12)Nc3c(cccc3)N=C2N(CC4)CCN4C,1
pos_193,COc(c1)cc(c(c12)OCC2)CNC(CCCN3)C3c4ccccc4,1
pos_194,NCCn(nc1)c(c12)cc(Cl)c(Cl)c2,1
pos_195,CCCN(CCC)CCc(c1)ccc(c12)NC(=O)C2,1
pos_196,CC(C)(C)c1cc(c(cc1)OC)CNC(CCCN2)C2c3ccccc3,1
pos_197,C1NCC(C12)c3c(cccc3)Oc4c2cc(Cl)cc4,1
pos_198,CN1CCN(CC1)C2=Nc(cc(Cl)cc3)c3Nc(c24)cccc4,1
pos_199,F\C=C\O/C=C/F,1
pos_200,CCC(C)N1CCN(CC1)c2ccc(I)cc2,1
pos_201,FC(F)(F)c1cccc(c12)Sc3c(cccc3)N2CCCN4CCN(C)CC4,1
pos_202,CCC(C)Nc1c(I)ccc(c1)NC(C)CC,1
pos_203,Cc(n1)sc(c12)cc(OC(C)C)c(c2)CNC(CCCN3)C3c4ccccc4,1
pos_204,FCCc1cc(N)c(cc1)Sc(c2N(C)C)cccc2,1
pos_205,C1[C@H](N)[C@H]1c2ccc(F)cc2,1
pos_206,CCCN1CCOC2C1CCc(c23)ccc(c3)O,1
pos_207,c1cc(F)ccc1Cn(c(c23)cccc2)c(n3)[C@H]4CNCCS4,1
pos_208,CC(C)CN1CCN(CC1)c2ccc(I)cc2,1
pos_209,CN(C)Cc1c(cccc1)Sc(c2N)ccc(F)c2,1
pos_210,c1cccn(c12)ncc2CN3CCN(CC3)c4ccc(Cl)cc4,1
pos_211,FC(F)(F)CCC(Cl)Br,1
pos_212,c1cc(F)ccc1Cn(c(c23)cccc2)c(n3)[C@@H]4CCCNC4,1
pos_213,FC(F)CNC(NC1C)=Nc(c12)cccc2Cl,1
pos_214,c1cc(C)ccc1Cn(c(c23)cccc2)c(n3)[C@H]4CNCCO4,1
pos_215,c1cc(F)ccc1Cn(c(c23)cccc2)c(n3)[C@H]4CNCCO4,1
pos_216,c1c(Cl)ccc(c12)Oc3c(cccc3)N=C2N4CCNCC4,1
pos_217,COc(cc1)ccc1CCN(CC2)CCC2Nc(n3)n(c(c34)cccc4)Cc5ccc(F)cc5,1
pos_218,CCC12c3c(ccc(c3)O)CC(C1(C)C)N(CC2)CC4(O)CC4,1
pos_219,c1ccccc1C2(CCN(C(C)(C)C)CC2)c3ccccc3,1
pos_220,S=C=S,1
pos_221,c1cc(C#N)cc(c12)COC2(CCCN(C)C)c3ccc(F)cc3,1
pos_222,N1CCN=C1Nc2c(Cl)cccc2Cl,1
pos_223,CN(C)c1ccnc2sc(c3c12)c(=O)n(cn3)N4CCCCCC4,1
pos_224,c1cccc(c2=O)c1[n+](C)c3n2CCC4C3Nc(c45)cccc5,1
pos_225,C1CCC[C@@H]2[C@H]([N@](C)CC3)Cc(c4[C@@]123)ccc(c4)OC,1
pos_226,O1[C@H]2[C@@H](O)CC[C@H]3[C@H](N(C)CC4)Cc5ccc(c1c5[C@@]234)OC,1
pos_227,CN(C)CC/C=C\1c(cccc2)c2OCc(c13)cccc3,1
pos_228,n1ccccc1[C@@](C)(OCCN(C)C)c2ccccc2,1
pos_229,C1C(O)CC(O2)C3C=1CN(C)Cc4ccc(c2c34)OC,1
pos_230,N#Cc1ccc(cc1)OCC2CCN(CC2)C/C=C/I,1
pos_231,n1cncn1\C=C(Cl)\c2c(Cl)cc(Cl)cc2,1
pos_232,CN1CCN(CC1)C2=Nc(cccc3)c3Oc(c24)ccc(Cl)c4,1
pos_233,CNCCCC12c3c(cccc3)C(CC2)c4c1cccc4,1
pos_234,c1cc(F)ccc1CCN(CC2=O)CCN2C(CC3)Cc(c34)ccc(c4)CN(CC)CC,1
pos_235,O1COc(c12)ccc(c2)CN(CC3)CCC3Nc4n[nH]c(c45)ccc(Cl)c5,1
pos_236,c1ccccc1\C=C\CN(CC2)CCC2Nc3cc(=O)oc(c34)ccc(Cl)c4,1
pos_237,CCc1ccc(cc1)-c(cc2)ccc2C(=O)N(C)C3CCN(C3)C(=O)N(C4)CCC4N5CCCCC5,1
pos_238,O1COc(c12)ccc(c2)CN(CC3)CCC3Nc4n[nH]c(c45)ccc(c5)OC,1
pos_239,C1CCCN1CCOc(c2OC)ccc(c2)-n(cn3)c(=O)c(c34)sc(c4)-c5ccc(Cl)cc5,1
pos_240,C1CN(C)CCC1(C(=O)OCC)c2ccccc2,1
pos_241,c1ccccc1C(C(=O)CC)(CC(C)N(C)C)c2ccccc2,1
pos_242,c1c(Cl)c(N)cc(OC)c1C(=O)NCCN(CC)CC,1
pos_243,c1c(F)ccc(c12)OC(CC2)C(O)CNCC(O)C(CC3)Oc(c34)ccc(F)c4,1
pos_244,c1cncc(c1c23)[nH]c2cccc3,1
pos_245,N1CCC[C@H]1[c@@]2cccnc2,1
pos_246,OCCN(CC1)CCN1CCCN2c(cccc3)c3Sc(c24)ccc(Cl)c4,1
pos_247,CN[C@H](C)CC1CCCCC1,1
pos_248,OCCOCCN1CCN(CC1)C2=Nc(cccc3)c3Sc(c24)cccc4,1
pos_249,[nH]1c(=S)n2CC(C)N(CC=C(C)C)Cc3cc(Cl)cc1c23,1
pos_250,CCN(C)C(=O)Oc(ccc1)cc1[C@H](C)N(C)C,1
pos_251,FCC(C)NC[C@H](O)COc1cccc2[nH]c(c3c12)cccc3,1
pos_252,c1cc(F)ccc1OCC(O)CN(CC2)CCC2N(C)c(n3)sc(c34)cccc4,1
pos_253,CN1C2CC(CC1C(O3)C23)OC(=O)[C@@H](CO)c4ccccc4,1
pos_254,CCC[C@@H](C)C1(CC=C)C(=O)NC(=O)NC1=O,1
pos_255,c1cccc(c12)[C@@H](NC)CC[C@H]2[c@@](c3)ccc(Cl)c3Cl,1
pos_256,N1CCN=C1Nc2c(Cl)cc(Cl)cc2,1
pos_257,c1ccccc1C2(CCCNC)SC(C)(C)c(c23)cccc3,1
pos_258,C1CCC[C@H](CN(C)C)[C@@]1(O)c2cc(OC)ccc2,1
pos_259,CN(C)CC(C)CN(c(c12)cccc1)c3c(CC2)cccc3,1
pos_260,N1CCN=C1Nc2c(Cl)ccc(Cl)c2,1
pos_261,N1CCN=C1Nc2c(Cl)cc(Cl)cc2Cl,1
pos_262,N1CCN=C1Nc2c(Br)cc(Br)cc2Br,1
pos_263,N1CCN=C1Nc2c(Br)cccc2Br,1
pos_264,N1CCN=C1Nc2c(Cl)cc(Br)cc2Cl,1
pos_265,NCCc(n1)cn(c12)cccc2,1
pos_266,Clc1cccc(Cl)c1NC2=NCCN2,1
pos_267,CC1=NC2=C(C=C1)C(OCCN3CCC(CC4=CC=C(OCC(N5C)=O)C5=C4)CC3)=CC=C2,1
pos_268,O=C(CC1)[C@@]2([H])[C@]([C@]1(O)[C@H](N3C)C4)(CC3)c5c4ccc(OC)c5O2,1
pos_269,O=C(NC(C1(CC)C(CCC)C)=O)NC1=O,1
pos_270,O=C(N1CCC(CNc2ccncc2)CC1)OCc3ccccc3,1
pos_271,N1(Cc2cccc(OCCCNC3=Nc4ccccc4S3)c2)CCCCC1,1
pos_272,NC1=CC=C(C(NCCN(CC)CC)=O)C=C1Cl,1
pos_273,ClC1=CC(CN2C(C)=CC(C(NC3=CC=C(CNC)C=C3)=O)=N2)=C(OCC4=CC=CC=C4)C=C1,1
pos_274,O=C1CCCN1CCCCN(CC2)CCN2c3cc(C(F)(F)F)ccn3,1
pos_275,Cc1c(N2CCN(c3ncccn3)CC2)nnc(c4ccccc4)c1,1
pos_276,O=S(c1ccc(C2=C3C=CC=NN3N=C2c4ccc(OCC)cc4)cc1)(C)=O,1
pos_277,O=S1(c2ccccc2C(N1CCCCN[C@H]3CCc4ccccc4O3)=O)=O,1
pos_278,CN1CCCCC1CCN2c3cc(S(C)(=O)=O)ccc3Sc4ccccc24,1
pos_279,O=C1CC2(CCCC2)CC(N1CCCCN(CC3)CCN3c4ncccn4)=O,1
pos_280,Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1,1
pos_281,N1(Cc2cccc(OCCCNC3=Nc4ccccc4O3)c2)CCCCC1,1
pos_282,CC(C=CC=C1C)=C1NC(C2=CN=CN23)=NC=C3C(C=C4)=CC=C4OCCN5CCCC5,1
pos_283,c1(ccc2ccc3)c4c2c3ccc4ccc1,1
pos_284,COC(C=C1)=C(CNC2CCCNC2C3=CC=CC=C3)C=C1N4C(C(F)(F)F)=NN=N4,1
pos_285,O=C(N1)Cc2c1cccc2CCN(CCC)CCC,1
pos_286,Fc1ccc(C(CCCN2CCC3(N(c4ccccc4)CNC3=O)CC2)=O)cc1,1
pos_287,Nc1c2c(NC(C)C(c3ccccc3)=N2)cc(CC(OCC)=O)n1,1
pos_288,ClC(Cl)Cl,1
pos_289,ClC1=CC(CN2C(C)=CC(NC(C3=CC=C(CN4CCCC4)C=C3)=O)=N2)=C(OCC(C)C)C=C1,1
pos_290,O=C1CN=C(c2ccccc2)c3cc(Cl)ccc3N1C,1
pos_291,CC1=CN(C=N1)C2=CC=CC(NC3=NC=NC4=C3CCC5=CC=CC=C54)=C2,1
pos_292,Cc1c(NCCN2CCOCC2)nnc(c3ccccc3)c1,1
pos_293,CN1CCN(C2=Nc3c(NC4=C2C=C(C)S4)cccc3)CC1,1
pos_294,CCC(NC(c(c(C)c(c1ccccc1)n2)c3c2cccc3)=O)c4ccccc4,1
pos_295,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,1
pos_296,OC1c2ccccc2CNC1,1
pos_297,[H][C@]1([C@H](N2C)C3)[C@@]4(CC2)C5=C3C=CC(OC)=C5O[C@@]4([H])C(CC1)=O,1
pos_298,CCN(CC(Nc1c(C)cccc1C)=O)CC,1
pos_299,ClC(Cl)=CCl,1
pos_300,O=C1CC(N(C)c2ccc(Cl)cc2N1c3ccccc3)=O,1
pos_301,CC1=NC(N2N=C(C(F)(F)F)C=C2)=C3C(N(C4=CC=C(Cl)C=C4Cl)CC3)=N1,1
pos_302,O=C1NC(C2=CC(N3CCC(C4=CC=CC=C4)CC3)CC2)=NC5=C(Cl)C=CC=C51,1
pos_303,Nc1nc(N)c(c2cccc(Cl)c2Cl)nn1,1
pos_304,CC1=NC=C2N1c3ccc(Cl)cc3C(c4c(F)cccc4)=NC2,1
pos_305,CN(c1ccc(OC)cc1)CC2=Nc3c(N)nc(NC(OCC)=O)cc3NC2,1
pos_306,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCC4CCN(C)CC4)=N1,1
pos_307,c1ccccc1,1
pos_308,CCC(N(c1ccccc1)C2CCN(CCc3ccccc3)CC2)=O,1
pos_309,[H]C12c3cc(Cl)ccc3Oc4ccccc4C1([H])CNCC2,1
pos_310,CC(Cl)(Cl)Cl,1
pos_311,O=C1CCC2=C(CC(C)C3C2CCC4C3CCC4(O)C#C)C1,1
pos_312,OC1N=C(c2c(NC1=O)ccc(Cl)c2)c3c(Cl)cccc3,1
pos_313,COc2cc(OC)ccc2C=C1CCCN=C1c3cnccc3,1
pos_314,N1(Cc2cccc(OCCCNC3=NC=CS3)c2)CCCCC1,1
pos_315,ClC1=NC=C(NC(C2=CC=C(F)C(F)=C2)=O)C=C1,1
pos_316,N1(C2(c3ccccc3)CCCCC2)CCCCC1,1
pos_317,O=C(CC)OC([C@H](C)CN(C)C)(C1=CC=CC=C1)CC2=CC=CC=C2,1
pos_318,O=S(N1C=CC(C1=CC=C2Cl)=C2N3CCNCC3)(C4=CC(Cl)=CC=C4)=O,1
pos_319,CCC(N(C(c(c1)nc(c2c(Cl)cccc2)c3c1cccc3)=O)C)C,1
pos_320,CC(c1c(O)c(C(C)C)ccc1)C,1
pos_321,CC(N1CCC(c2ccccc2)(c3ccccc3)CC1)(C)C,1
pos_322,COc1ccc(CN(c2ncccc2)CCN(C)C)cc1,1
pos_323,ClC1=CC=C(C2=C(N)N=C(N)N=C2CC)C=C1,1
pos_324,O=C1CN=C(c2ccccc2)c3cc(Cl)ccc3N1,1
pos_325,OC12c3ccccc3Oc4c(C)cccc4C1([H])CNCC2,1
pos_326,FC(C=C1)=CC=C1[C@H]2C(COC3=CC=C(OCO4)C4=C3)CNCC2,1
pos_327,CN1CCN2c3ncccc3Cc4ccccc4C2C1,1
pos_328,COc1c(O2)c([C@]([C@@H]2[C@@H](O)C=C3)(CCN4C)[C@]3([H])[C@H]4C5)c5cc1,1
pos_329,c12ccccc1CNCC2,1
pos_330,O=C(c1c2ccccc2ncc1)N[C@@H]3CC[C@@H](CCN(C4)CCc5c4ccc(C#N)c5)CC3,1
pos_331,CC(C=CN1CCCCN2CCN(C3=CC(C(F)(F)F)=NC(C(C)(C)C)=N3)CC2)=CC1=O,1
pos_332,C[C@@H](N(C)CC#C)CC1=CC=CC=C1,1
pos_333,Clc1ccc(C(N2CCN(CCOCCO)CC2)c3ccccc3)cc1,1
pos_334,CNCCCN1c2ccccc2Sc3ccccc13,1
pos_335,c1(N2CCNCC2)ncccn1,1
pos_336,O=C1CCC2=C(C=CC=C2)N1CCCN3CCC(CCCC)CC3,1
pos_337,COC(C1C(OC(c2ccccc2)=O)CC3CCC1N3C)=O,1
pos_338,CN(CC1)CCN1C2=NC(C=C(Cl)C=C3)=C3NC4=C2C=CC=C4,1
pos_339,Clc1ccc(N2)c(C(C)=NC(O)C2=O)c1,1
pos_340,COc1c(OC2CCCC2)cc(C3CNC(C3)=O)cc1,1
pos_341,COC1=CC=C(C(CN(C)C)C2(O)CCCCC2)C=C1,1
pos_342,OC(c(cc(C(F)(F)F)n1)c2c1c(C(F)(F)F)ccc2)C3CCCCN3,1
pos_343,CN(CCOC(c1ccccc1)(c2ncccc2)C)C,1
pos_344,OC(CNC(C)C)COc1cccc2ccccc21,1
pos_345,ClC1=CC(C2=C(N)N=C(N)N=C2CC)=CC=C1Cl,1
pos_346,N1(Cc2cccc(OCCCNc3ccccn3)c2)CCCCC1,1
pos_347,COc1c(OC)cc(C(C(CC2CCN(Cc3ccccc3)CC2)C4)=O)c4c1,1
pos_348,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCCO)=N1,1
pos_349,CN(C)CCCC(OC1)(C2=CC=C(F)C=C2)C3=C1C=C(C#N)C=C3,1
pos_350,CC1=NC=C2N1c3ccc(Cl)cc3C(c4c(Cl)cccc4)=NC2,1
